person	id
龙海市	1459
拜城县	1460
陈仓区	1461
磴口县	1462
揭东区	1463
香河县	1464
南芬区	1465
宜秀区	1466
兴隆县	1467
清水县	1468
长清区	1469
德保县	1470
蓬溪县	1471
江源区	1472
河北衡水高新技术产业开发区	1473
郑州经济技术开发区	1474
临城县	1475
扶余市	1476
博野县	1477
南华县	1478
当阳市	1479
海珠区	1480
广阳区	1481
休宁县	1482
怀安县	1483
临渭区	1484
禄劝彝族苗族自治县	1485
内乡县	1486
深泽县	1487
洛龙区	1488
长春经济技术开发区	1489
宁化县	1490
固安县	1491
茂县	1492
库伦旗	1493
玉屏侗族自治县	1494
山西转型综合改革示范区	1495
平陆县	1496
河口区	1497
洞头区	1498
昆玉市	1499
涞水县	1500
阜平县	1501
新平彝族傣族自治县	1502
阜南县	1503
蒲城县	1504
涪城区	1505
清新区	1506
沙依巴克区	1507
思明区	1508
大化瑶族自治县	1509
句容市	1510
普定县	1511
东城区	1512
仪陇县	1513
子长市	1514
嘉善县	1515
阳山县	1516
密山市	1517
德州经济技术开发区	1518
师宗县	1519
江岸区	1520
蚌埠市高新技术开发区	1521
启东市	1522
龙圩区	1523
东台市	1524
甘南县	1525
化隆回族自治县	1526
和布克赛尔蒙古自治县	1527
三门县	1528
灵川县	1529
大竹县	1530
复兴区	1531
淮上区	1532
沐川县	1533
许昌经济技术开发区	1534
东宁市	1535
寻甸回族彝族自治县	1536
进贤县	1537
尉犁县	1538
阳城县	1539
信州区	1540
皋兰县	1541
涿鹿县	1542
小金县	1543
南岸区	1544
矿区	1545
开平市	1546
鹿邑县	1547
泰兴市	1548
禹王台区	1549
铁岭县	1550
大同区	1551
任丘市	1552
永年区	1553
澄江市	1554
抚顺县	1555
彭州市	1556
安徽安庆经济开发区	1557
丰泽区	1558
武穴市	1559
西秀区	1560
旅顺口区	1561
新乡经济技术开发区	1562
鄂托克前旗	1563
平桂区	1564
广信区	1565
老河口市	1566
浔阳区	1567
汾阳市	1568
延平区	1569
乐东黎族自治县	1570
东乡区	1571
鹤城区	1572
洪江市	1573
惠民县	1574
镇坪县	1575
龙湾区	1576
奈曼旗	1577
汝南县	1578
杭锦旗	1579
柳林县	1580
湟中区	1581
乌达区	1582
涧西区	1583
翁牛特旗	1584
全南县	1585
山亭区	1586
依安县	1587
云溪区	1588
颍上县	1589
容县	1590
江油市	1591
祁连县	1592
博罗县	1593
本溪满族自治县	1594
川汇区	1595
陆丰市	1596
沙县	1597
易县	1598
东源县	1599
卫辉市	1600
荣昌区	1601
龙凤区	1602
通榆县	1603
西昌市	1604
赤城县	1605
巴东县	1606
昌乐县	1607
莱阳市	1608
黎城县	1609
龙文区	1610
吉林高新技术产业开发区	1611
周宁县	1612
宿州经济技术开发区	1613
冠县	1614
科尔沁区	1615
延吉市	1616
太平区	1617
昆都仑区	1618
王益区	1619
卢氏县	1620
文昌市	1621
同仁县	1622
神木市	1623
栾城区	1624
奉化区	1625
阆中市	1626
雁塔区	1627
贞丰县	1628
玉环市	1629
泉港区	1630
竞秀区	1631
曲阳县	1632
迁安市	1633
通河县	1634
拉萨经济技术开发区	1635
拱墅区	1636
硚口区	1637
望谟县	1638
博爱县	1639
仙桃市	1640
共青城市	1641
修水县	1642
科尔沁左翼中旗	1643
沈北新区	1644
海阳市	1645
北关区	1646
肃北蒙古族自治县	1647
霍州市	1648
涪陵区	1649
鹤峰县	1650
文安县	1651
咸丰县	1652
广水市	1653
城中区	1654
新郑市	1655
腾冲市	1656
丰润区	1657
望城区	1658
正镶白旗	1659
兴仁市	1660
道孚县	1661
文县	1662
曹县	1663
龙泉市	1664
恩施市	1665
奉节县	1666
石城县	1667
浠水县	1668
渑池县	1669
阿勒泰市	1670
东区	1671
东营经济技术开发区	1672
清城区	1673
猇亭区	1674
岚山区	1675
万源市	1676
遂溪县	1677
章贡区	1678
苍溪县	1679
会昌县	1680
红桥区	1681
赤水市	1682
大通区	1683
天柱县	1684
华蓥市	1685
铜梁区	1686
高昌区	1687
宁陕县	1688
泸水市	1689
城东区	1690
宝坻区	1691
苏州工业园区	1692
米脂县	1693
大石桥市	1694
陇县	1695
大兴区	1696
长安区	1697
永州经济技术开发区	1698
鄂托克旗	1699
吉林松原经济开发区	1700
博山区	1701
天全县	1702
河南三门峡经济开发区	1703
高碑店市	1704
和平区	1705
夏河县	1706
田东县	1707
三穗县	1708
宿豫区	1709
九寨沟县	1710
上林县	1711
温宿县	1712
吉首市	1713
乡宁县	1714
阜宁县	1715
谢家集区	1716
交口县	1717
延川县	1718
贵溪市	1719
黔西县	1720
当雄县	1721
眉县	1722
惠城区	1723
云龙区	1724
颍州区	1725
建昌县	1726
东山区	1727
乾县	1728
永清县	1729
三江侗族自治县	1730
东湖区	1731
信丰县	1732
赫章县	1733
嵩县	1734
张家口市塞北管理区	1735
凤冈县	1736
峰峰矿区	1737
宁远县	1738
高港区	1739
杞县	1740
成武县	1741
崇川区	1742
元阳县	1743
贵池区	1744
安化县	1745
江陵县	1746
交城县	1747
河间市	1748
耒阳市	1749
册亨县	1750
澧县	1751
海南区	1752
科尔沁右翼前旗	1753
永安市	1754
荆州区	1755
浦江县	1756
岷县	1757
苏尼特左旗	1758
西固区	1759
凤山县	1760
柳河县	1761
新城区	1762
隆子县	1763
于洪区	1764
延津县	1765
江津区	1766
福田区	1767
渭源县	1768
内丘县	1769
汉阳区	1770
梅列区	1771
黄陵县	1772
双城区	1773
南关区	1774
西峡县	1775
兴隆台区	1776
盐湖区	1777
丘北县	1778
浑南区	1779
秦州区	1780
弥渡县	1781
漳平市	1782
金牛区	1783
大宁县	1784
喀什市	1785
武昌区	1786
掇刀区	1787
梨树县	1788
阿尔山市	1789
东港区	1790
建始县	1791
神农架林区	1792
张家港市	1793
武陵区	1794
通江县	1795
迁西县	1796
东安区	1797
丰林县	1798
团风县	1799
魏都区	1800
东坡区	1801
源汇区	1802
太仓市	1803
镇远县	1804
温江区	1805
花都区	1806
赣县区	1807
凭祥市	1808
香洲区	1809
新兴区	1810
长葛市	1811
烟台高新技术产业开发区	1812
宁乡市	1813
墨玉县	1814
沙湾县	1815
白银区	1816
库尔勒市	1817
名山区	1818
顺庆区	1819
玄武区	1820
开平区	1821
伊宁县	1822
松溪县	1823
繁昌县	1824
江安县	1825
克山县	1826
开福区	1827
堆龙德庆区	1828
宜州区	1829
肥西县	1830
定远县	1831
关岭布依族苗族自治县	1832
嘉荫县	1833
栖霞区	1834
龙亭区	1835
顺平县	1836
渝中区	1837
无极县	1838
济南高新技术产业开发区	1839
龙山区	1840
苏滁现代产业园	1841
琅琊区	1842
公主岭市	1843
明光市	1844
汤阴县	1845
瑞安市	1846
定兴县	1847
浦北县	1848
丹棱县	1849
长子县	1850
高邮市	1851
邱县	1852
滦南县	1853
白云鄂博矿区	1854
红河县	1855
石拐区	1856
肇州县	1857
海勃湾区	1858
三元区	1859
涞源县	1860
镇赉县	1861
昌邑市	1862
浦东新区	1863
乌拉盖管委会	1864
台江县	1865
永胜县	1866
龙港区	1867
甘孜县	1868
泸溪县	1869
威海经济技术开发区	1870
蒲江县	1871
三河市	1872
花溪区	1873
睢阳区	1874
富阳区	1875
旺苍县	1876
千阳县	1877
洪山区	1878
田阳区	1879
太仆寺旗	1880
改则县	1881
顺昌县	1882
惠东县	1883
海州区	1884
芜湖经济技术开发区	1885
雁峰区	1886
沈河区	1887
广灵县	1888
襄城区	1889
双塔区	1890
东乌珠穆沁旗	1891
滦州市	1892
灵丘县	1893
保德县	1894
普安县	1895
新都区	1896
埇桥区	1897
宝塔区	1898
滴道区	1899
汉源县	1900
东辽县	1901
定州市	1902
伊川县	1903
None	1904
大方县	1905
孟州市	1906
上党区	1907
琼结县	1908
来安县	1909
文峰区	1910
成华区	1911
遂川县	1912
冷水滩区	1913
鹤山区	1914
双清区	1915
西华县	1916
市北区	1917
子长县	1918
宜川县	1919
襄城县	1920
费县	1921
长泰县	1922
琼中黎族苗族自治县	1923
岳阳县	1924
合肥新站高新技术产业开发区	1925
桃山区	1926
东营区	1927
醴陵市	1928
应城市	1929
日照经济技术开发区	1930
开化县	1931
五原县	1932
兴国县	1933
通道侗族自治县	1934
盂县	1935
瓯海区	1936
仓山区	1937
宜黄县	1938
河北邢台经济开发区	1939
临泉县	1940
米易县	1941
达孜工业园区	1942
城阳区	1943
新抚区	1944
建宁县	1945
殷都区	1946
峨边彝族自治县	1947
秭归县	1948
东兴市	1949
巴林左旗	1950
夹江县	1951
安泽县	1952
绛县	1953
北票市	1954
镇安县	1955
安岳县	1956
龙州县	1957
环江毛南族自治县	1958
乌鲁木齐县	1959
吉县	1960
玉树市	1961
翁源县	1962
格尔木藏青工业园区	1963
琼山区	1964
巴彦县	1965
南浔区	1966
石鼓区	1967
湄潭县	1968
光明区	1969
仁化县	1970
三水区	1971
虎林市	1972
连州市	1973
乐安县	1974
黎川县	1975
繁峙县	1976
新安县	1977
潍坊滨海经济技术开发区	1978
温岭市	1979
红山区	1980
唐山高新技术产业开发区	1981
汝州市	1982
陈巴尔虎旗	1983
元氏县	1984
察哈尔右翼中旗	1985
台安县	1986
合川区	1987
个旧市	1988
海林市	1989
金湖县	1990
闵行区	1991
锦江区	1992
南昌县	1993
舞钢市	1994
邓州市	1995
舒城县	1996
洞口县	1997
长岭县	1998
集美区	1999
明山区	2000
长海县	2001
吉林白城经济开发区	2002
安宁区	2003
永泰县	2004
略阳县	2005
金川区	2006
元宝区	2007
雷州市	2008
牡丹江经济技术开发区	2009
马边彝族自治县	2010
宁江区	2011
山阳县	2012
桓仁满族自治县	2013
临朐县	2014
贺兰县	2015
汪清县	2016
秀洲区	2017
茶陵县	2018
攸县	2019
丰都县	2020
祁阳县	2021
辛集市	2022
兰州新区	2023
历城区	2024
襄都区	2025
喀喇沁旗	2026
巢湖市	2027
石阡县	2028
敦煌市	2029
汉寿县	2030
南票区	2031
南康区	2032
前进区	2033
安州区	2034
岚县	2035
麻章区	2036
景泰县	2037
西充县	2038
湖里区	2039
青山湖区	2040
丹阳市	2041
曾都区	2042
金溪县	2043
范县	2044
威县	2045
固阳县	2046
宁津县	2047
兴和县	2048
尖山区	2049
顺德区	2050
陆河县	2051
万山区	2052
聂荣县	2053
清水河县	2054
米东区	2055
涉县	2056
大邑县	2057
未央区	2058
宾县	2059
下陆区	2060
廉江市	2061
皮山县	2062
南靖县	2063
礼泉县	2064
亚东县	2065
勉县	2066
诸暨市	2067
襄汾县	2068
凌源市	2069
单县	2070
和林格尔县	2071
洛宁县	2072
田家庵区	2073
东河区	2074
喀喇沁左翼蒙古族自治县	2075
景宁畲族自治县	2076
青川县	2077
周村区	2078
仙居县	2079
普宁市	2080
奉贤区	2081
宝山区	2082
福鼎市	2083
临邑县	2084
敦化市	2085
昭苏县	2086
江州区	2087
合山市	2088
犍为县	2089
富蕴县	2090
朝阳区	2091
巴州区	2092
尚志市	2093
磐石市	2094
连江县	2095
大安市	2096
桐梓县	2097
澄迈县	2098
伊吾县	2099
巴中经济开发区	2100
云阳县	2101
太子河区	2102
河口瑶族自治县	2103
蓝山县	2104
德清县	2105
桂阳县	2106
丹江口市	2107
彝良县	2108
乌什县	2109
临武县	2110
察布查尔锡伯自治县	2111
永兴县	2112
慈利县	2113
浈江区	2114
利辛县	2115
清丰县	2116
新晃侗族自治县	2117
顺河回族区	2118
丛台区	2119
雁江区	2120
府谷县	2121
石首市	2122
保靖县	2123
余干县	2124
怀宁县	2125
红谷滩区	2126
芦淞区	2127
永济市	2128
湘乡市	2129
富宁县	2130
雨城区	2131
康定市	2132
曲阜市	2133
东海县	2134
当涂县	2135
云龙县	2136
章丘区	2137
洛浦县	2138
闻喜县	2139
古蔺县	2140
分宜县	2141
沧源佤族自治县	2142
梁子湖区	2143
峨山彝族自治县	2144
察隅县	2145
江南区	2146
青浦区	2147
江口县	2148
华龙区	2149
寿光市	2150
青州市	2151
金堂县	2152
赤壁市	2153
鄞州区	2154
独山子区	2155
长顺县	2156
琼海市	2157
滨海县	2158
勃利县	2159
新会区	2160
金乡县	2161
加格达奇区	2162
织金县	2163
陆良县	2164
嵩明县	2165
铁锋区	2166
讷河市	2167
锦屏县	2168
杨浦区	2169
河南周口经济开发区	2170
邗江区	2171
广安区	2172
晋安区	2173
阜康市	2174
郧阳区	2175
惠农区	2176
蕉岭县	2177
凤翔县	2178
香坊区	2179
大观区	2180
成县	2181
萨尔图区	2182
西和县	2183
大洼区	2184
莒南县	2185
灵石县	2186
延庆区	2187
清苑区	2188
芗城区	2189
贡山独龙族怒族自治县	2190
维西傈僳族自治县	2191
来凤县	2192
宿州马鞍山现代产业园区	2193
靖宇县	2194
古丈县	2195
额济纳旗	2196
海安市	2197
兰山区	2198
措美县	2199
仁寿县	2200
曲水县	2201
建平县	2202
黄埔区	2203
松江区	2204
沙洋县	2205
隆化县	2206
吴兴区	2207
兴宁区	2208
蚌埠市经济开发区	2209
龙子湖区	2210
河北唐山芦台经济开发区	2211
天峨县	2212
芷江侗族自治县	2213
江川区	2214
乐昌市	2215
徐州经济技术开发区	2216
振安区	2217
康巴什区	2218
良庆区	2219
桐庐县	2220
临河区	2221
兴宾区	2222
梁溪区	2223
余杭区	2224
巫溪县	2225
陇川县	2226
围场满族蒙古族自治县	2227
兰溪市	2228
晴隆县	2229
隆安县	2230
贵定县	2231
都昌县	2232
天长市	2233
莎车县	2234
揭西县	2235
叶城县	2236
鹤壁经济技术开发区	2237
井冈山市	2238
勐海县	2239
江阴市	2240
忻府区	2241
仙游县	2242
安居区	2243
源城区	2244
岳阳市屈原管理区	2245
平房区	2246
振兴区	2247
大冶市	2248
水磨沟区	2249
印江土家族苗族自治县	2250
金安区	2251
岚皋县	2252
深州市	2253
龙门县	2254
英吉沙县	2255
常山县	2256
磐安县	2257
淮安区	2258
张店区	2259
沂南县	2260
金城江区	2261
霞浦县	2262
潼南区	2263
山城区	2264
古浪县	2265
正安县	2266
尚义县	2267
梅江区	2268
昭平县	2269
信都区	2270
廊坊经济技术开发区	2271
莘县	2272
绥江县	2273
宜兴市	2274
船营区	2275
柘荣县	2276
宽甸满族自治县	2277
修武县	2278
石河子市	2279
浏阳市	2280
黄岛区	2281
无棣县	2282
万安县	2283
镜湖区	2284
古塔区	2285
乐亭县	2286
达州经济开发区	2287
高邑县	2288
玉山县	2289
大荔县	2290
海城市	2291
淇县	2292
宾阳县	2293
石门县	2294
皇姑区	2295
通辽经济技术开发区	2296
胶州市	2297
静安区	2298
威信县	2299
龙井市	2300
新蔡县	2301
沙湾区	2302
六合区	2303
纳雍县	2304
那坡县	2305
新津区	2306
图木舒克市	2307
渝水区	2308
涟源市	2309
额尔古纳市	2310
阿荣旗	2311
白沙黎族自治县	2312
天镇县	2313
永新县	2314
云安区	2315
达坂城区	2316
彭山区	2317
罗源县	2318
道真仡佬族苗族自治县	2319
特克斯县	2320
邕宁区	2321
安丘市	2322
高坪区	2323
游仙区	2324
黄骅市	2325
大城县	2326
炉霍县	2327
河北沧州经济开发区	2328
南沙区	2329
鲁山县	2330
平定县	2331
坊子区	2332
卢龙县	2333
井陉县	2334
延长县	2335
屯溪区	2336
义乌市	2337
达尔罕茂明安联合旗	2338
南通经济技术开发区	2339
长洲区	2340
北川羌族自治县	2341
下城区	2342
潜山市	2343
孙吴县	2344
邹平市	2345
泗水县	2346
台儿庄区	2347
永寿县	2348
宁洱哈尼族彝族自治县	2349
井研县	2350
宜城市	2351
李沧区	2352
雨花区	2353
南江县	2354
洪雅县	2355
剑川县	2356
麒麟区	2357
博白县	2358
平度市	2359
双台子区	2360
印台区	2361
丰南区	2362
连南瑶族自治县	2363
秀峰区	2364
海棠区	2365
老边区	2366
高台县	2367
西乡塘区	2368
西安区	2369
西盟佤族自治县	2370
全州县	2371
平泉市	2372
什邡市	2373
东丰县	2374
邢台县	2375
若羌县	2376
五大连池市	2377
巴宜区	2378
沂源县	2379
左权县	2380
裕民县	2381
射洪市	2382
罗甸县	2383
平桥区	2384
沧县	2385
连云港经济技术开发区	2386
双阳区	2387
海拉尔区	2388
河南商丘经济开发区	2389
博望区	2390
鹿泉区	2391
都兰县	2392
岳普湖县	2393
武都区	2394
宛城区	2395
壶关县	2396
苏仙区	2397
福安市	2398
和田市	2399
隆尧县	2400
新巴尔虎右旗	2401
和县	2402
弥勒市	2403
宁南县	2404
防城区	2405
临安区	2406
林州市	2407
衡南县	2408
垫江县	2409
崇仁县	2410
东营港经济开发区	2411
海城区	2412
长垣市	2413
武川县	2414
湘潭九华示范区	2415
南山区	2416
萧山区	2417
港北区	2418
柳江区	2419
桦南县	2420
福贡县	2421
马村区	2422
永城市	2423
卧龙区	2424
临翔区	2425
布尔津县	2426
嵊州市	2427
大通回族土族自治县	2428
铁山区	2429
泾川县	2430
通化县	2431
昌邑区	2432
乐平市	2433
乌鲁木齐经济技术开发区	2434
静宁县	2435
东阳市	2436
昌宁县	2437
铜山区	2438
浚县	2439
定安县	2440
天门市	2441
宽城满族自治县	2442
贵南县	2443
綦江区	2444
上栗县	2445
罗湖区	2446
高淳区	2447
鱼台县	2448
安图县	2449
鲤城区	2450
诸城市	2451
土默特右旗	2452
武邑县	2453
拉孜县	2454
长汀县	2455
桥西区	2456
益阳市大通湖管理区	2457
万全区	2458
商城县	2459
芒市	2460
伍家岗区	2461
石狮市	2462
海门市	2463
衡东县	2464
金水区	2465
回民区	2466
南溪区	2467
越城区	2468
双滦区	2469
金山区	2470
翠屏区	2471
济阳区	2472
化德县	2473
塔城市	2474
仪征市	2475
万秀区	2476
临颍县	2477
盐山县	2478
平山区	2479
烟台经济技术开发区	2480
泗洪县	2481
合肥经济技术开发区	2482
桂东县	2483
青羊区	2484
怀远县	2485
包头稀土高新技术产业开发区	2486
博湖县	2487
乌鲁木齐高新技术产业开发区	2488
甘州区	2489
连平县	2490
榕江县	2491
东至县	2492
丰顺县	2493
新市区	2494
永丰县	2495
仁和区	2496
南漳县	2497
柳南区	2498
龙川县	2499
弓长岭区	2500
通城县	2501
临夏市	2502
天宁区	2503
龙岗区	2504
观山湖区	2505
渌口区	2506
新兴县	2507
石棉县	2508
黄山区	2509
黔江区	2510
韶山市	2511
陕州区	2512
藁城区	2513
沙坡头区	2514
克什克腾旗	2515
桦甸市	2516
西青区	2517
新建区	2518
东山县	2519
罗田县	2520
辉县市	2521
盐城经济技术开发区	2522
漾濞彝族自治县	2523
正阳县	2524
凤泉区	2525
固始县	2526
易门县	2527
大足区	2528
金沙县	2529
开州区	2530
洛阳高新技术产业开发区	2531
青山区	2532
滁州经济技术开发区	2533
沙河市	2534
钟山区	2535
丹巴县	2536
伊州区	2537
菏泽高新技术开发区	2538
萝北县	2539
独山县	2540
坪山区	2541
临潭县	2542
丹徒区	2543
湘阴县	2544
双江拉祜族佤族布朗族傣族自治县	2545
阿瓦提县	2546
富锦市	2547
古冶区	2548
怀来县	2549
潜江市	2550
安福县	2551
宜丰县	2552
衡山县	2553
云梦县	2554
新邱区	2555
鄂温克族自治旗	2556
八步区	2557
乌兰浩特市	2558
商水县	2559
曲沃县	2560
平果市	2561
茄子河区	2562
酉阳土家族苗族自治县	2563
平山县	2564
鄂城区	2565
泗县	2566
湛河区	2567
六枝特区	2568
麻城市	2569
鄢陵县	2570
洛南县	2571
安国市	2572
大庆高新技术产业开发区	2573
呼玛县	2574
紫金县	2575
瑶海区	2576
大名县	2577
静海区	2578
天心区	2579
北安市	2580
山西长治高新技术产业园区	2581
大关县	2582
七里河区	2583
平阳县	2584
左云县	2585
洮北区	2586
青原区	2587
郊区	2588
魏县	2589
湟源县	2590
信宜市	2591
扬州经济技术开发区	2592
江夏区	2593
黄岩区	2594
思茅区	2595
五华县	2596
龙泉驿区	2597
定陶区	2598
山西大同经济开发区	2599
滕州市	2600
绥棱县	2601
淇滨区	2602
阳曲县	2603
朔城区	2604
华阴市	2605
蓝田县	2606
西乡县	2607
市南区	2608
即墨区	2609
庄河市	2610
故城县	2611
宝应县	2612
坡头区	2613
浑江区	2614
平远县	2615
田林县	2616
千山区	2617
椒江区	2618
曲周县	2619
袁州区	2620
磁县	2621
米林县	2622
郓城县	2623
南海区	2624
泾阳县	2625
武功县	2626
灌云县	2627
麟游县	2628
宝兴县	2629
松北区	2630
项城市	2631
荷塘区	2632
金口河区	2633
张家口市察北管理区	2634
砚山县	2635
类乌齐县	2636
保康县	2637
阜城县	2638
新乐市	2639
城北区	2640
濮阳县	2641
渭滨区	2642
文成县	2643
金川县	2644
海丰县	2645
樟树市	2646
北流市	2647
台前县	2648
五莲县	2649
邯郸经济技术开发区	2650
鹰手营子矿区	2651
南开区	2652
湘东区	2653
岑溪市	2654
郁南县	2655
开鲁县	2656
灵寿县	2657
长兴县	2658
绥宁县	2659
中宁县	2660
旬阳县	2661
泰州医药高新技术产业开发区	2662
隰县	2663
路北区	2664
莱城区	2665
呼图壁县	2666
平和县	2667
华亭市	2668
施甸县	2669
景县	2670
鼎湖区	2671
隆回县	2672
蒙自市	2673
绩溪县	2674
托里县	2675
太谷区	2676
奎文区	2677
蕉城区	2678
平遥县	2679
崇义县	2680
临潼区	2681
夏县	2682
晋源区	2683
麻阳苗族自治县	2684
阳谷县	2685
丰城市	2686
陇西县	2687
漯河经济技术开发区	2688
随县	2689
平昌县	2690
霸州市	2691
安陆市	2692
伽师县	2693
金湾区	2694
耿马傣族佤族自治县	2695
吉利区	2696
青冈县	2697
徽县	2698
南川区	2699
泰宁县	2700
兴安县	2701
鄠邑区	2702
赫山区	2703
建华区	2704
玉田县	2705
乐业县	2706
鸡冠区	2707
禹会区	2708
乌拉特前旗	2709
慈溪市	2710
突泉县	2711
三都水族自治县	2712
西林县	2713
长阳土家族自治县	2714
杨陵区	2715
离石区	2716
遵化市	2717
解放区	2718
阿拉尔市	2719
邻水县	2720
双流区	2721
秀山土家族苗族自治县	2722
温州经济技术开发区	2723
澜沧拉祜族自治县	2724
松山区	2725
安阳县	2726
荆州经济技术开发区	2727
寿宁县	2728
河南蒙古族自治县	2729
亭湖区	2730
惠阳区	2731
夏津县	2732
裕华区	2733
蔡甸区	2734
萧县	2735
开原市	2736
延寿县	2737
临漳县	2738
睢宁县	2739
富裕县	2740
哈巴河县	2741
船山区	2742
沈丘县	2743
任城区	2744
凉州区	2745
广南县	2746
盘山县	2747
互助土族自治县	2748
江干区	2749
二连浩特市	2750
文水县	2751
江阳区	2752
尤溪县	2753
阿拉善左旗	2754
邵阳县	2755
白云区	2756
涡阳县	2757
潼关县	2758
登封市	2759
内蒙古阿拉善经济开发区	2760
集宁区	2761
盐边县	2762
二道江区	2763
莱山区	2764
同心县	2765
官渡区	2766
水富市	2767
柞水县	2768
思南县	2769
凯里市	2770
高唐县	2771
德令哈市	2772
莒县	2773
邯山区	2774
泰顺县	2775
德安县	2776
武宁县	2777
寿县	2778
汝城县	2779
安义县	2780
曹妃甸区	2781
武义县	2782
疏勒县	2783
禅城区	2784
南阳高新技术产业开发区	2785
耀州区	2786
栖霞市	2787
湖滨区	2788
阿克塞哈萨克族自治县	2789
河北唐山海港经济开发区	2790
